# anglesy_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17
0.000000000000000000e+00,1.709999999999999964e+00,1.340000000000000080e+00,7.399999999999999911e-01,2.300000000000000100e-01,0.000000000000000000e+00,1.199999999999999956e-01,5.799999999999999600e-01,1.169999999999999929e+00,1.540000000000000036e+00,1.580000000000000071e+00,1.310000000000000053e+00,7.600000000000000089e-01,2.700000000000000178e-01,0.000000000000000000e+00,1.000000000000000056e-01,5.400000000000000355e-01,1.090000000000000080e+00,1.489999999999999991e+00
1.000000000000000000e+01,1.580000000000000071e+00,1.080000000000000071e+00,4.600000000000000200e-01,7.000000000000000666e-02,1.000000000000000021e-02,3.200000000000000067e-01,8.699999999999999956e-01,1.399999999999999911e+00,1.540000000000000036e+00,1.479999999999999982e+00,1.040000000000000036e+00,5.000000000000000000e-01,8.999999999999999667e-02,1.000000000000000021e-02,2.999999999999999889e-01,8.199999999999999512e-01,1.310000000000000053e+00,1.479999999999999982e+00
2.000000000000000000e+01,1.370000000000000107e+00,7.700000000000000178e-01,2.300000000000000100e-01,0.000000000000000000e+00,1.199999999999999956e-01,5.699999999999999512e-01,1.139999999999999902e+00,1.590000000000000080e+00,1.550000000000000044e+00,1.280000000000000027e+00,7.700000000000000178e-01,2.600000000000000089e-01,0.000000000000000000e+00,1.199999999999999956e-01,5.500000000000000444e-01,1.090000000000000080e+00,1.489999999999999991e+00,1.479999999999999982e+00
3.000000000000000000e+01,1.110000000000000098e+00,4.899999999999999911e-01,7.000000000000000666e-02,1.000000000000000021e-02,3.200000000000000067e-01,8.499999999999999778e-01,1.399999999999999911e+00,1.659999999999999920e+00,1.540000000000000036e+00,1.050000000000000044e+00,5.000000000000000000e-01,8.999999999999999667e-02,1.000000000000000021e-02,2.999999999999999889e-01,8.199999999999999512e-01,1.320000000000000062e+00,1.560000000000000053e+00,1.489999999999999991e+00
4.000000000000000000e+01,8.000000000000000444e-01,2.399999999999999911e-01,0.000000000000000000e+00,1.100000000000000006e-01,5.600000000000000533e-01,1.120000000000000107e+00,1.580000000000000071e+00,1.649999999999999911e+00,1.550000000000000044e+00,7.600000000000000089e-01,2.500000000000000000e-01,0.000000000000000000e+00,1.100000000000000006e-01,5.600000000000000533e-01,1.090000000000000080e+00,1.510000000000000009e+00,1.550000000000000044e+00,1.479999999999999982e+00
5.000000000000000000e+01,5.100000000000000089e-01,8.000000000000000167e-02,1.000000000000000021e-02,3.099999999999999978e-01,8.599999999999999867e-01,1.350000000000000089e+00,1.669999999999999929e+00,1.520000000000000018e+00,1.540000000000000036e+00,5.000000000000000000e-01,8.999999999999999667e-02,1.000000000000000021e-02,2.899999999999999800e-01,8.399999999999999689e-01,1.330000000000000071e+00,1.590000000000000080e+00,1.449999999999999956e+00,1.489999999999999991e+00
6.000000000000000000e+01,2.600000000000000089e-01,0.000000000000000000e+00,1.199999999999999956e-01,5.400000000000000355e-01,1.110000000000000098e+00,1.520000000000000018e+00,1.649999999999999911e+00,1.330000000000000071e+00,1.540000000000000036e+00,2.500000000000000000e-01,0.000000000000000000e+00,1.199999999999999956e-01,5.400000000000000355e-01,1.120000000000000107e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.280000000000000027e+00,1.479999999999999982e+00
7.000000000000000000e+01,7.000000000000000666e-02,1.000000000000000021e-02,3.300000000000000155e-01,8.000000000000000444e-01,1.370000000000000107e+00,1.590000000000000080e+00,1.550000000000000044e+00,1.080000000000000071e+00,1.540000000000000036e+00,8.000000000000000167e-02,1.000000000000000021e-02,2.999999999999999889e-01,8.100000000000000533e-01,1.370000000000000107e+00,1.570000000000000062e+00,1.500000000000000000e+00,1.030000000000000027e+00,1.479999999999999982e+00
8.000000000000000000e+01,0.000000000000000000e+00,1.199999999999999956e-01,5.699999999999999512e-01,1.070000000000000062e+00,1.530000000000000027e+00,1.580000000000000071e+00,1.350000000000000089e+00,7.900000000000000355e-01,1.550000000000000044e+00,0.000000000000000000e+00,1.000000000000000056e-01,5.699999999999999512e-01,1.090000000000000080e+00,1.550000000000000044e+00,1.580000000000000071e+00,1.300000000000000044e+00,7.600000000000000089e-01,1.489999999999999991e+00
9.000000000000000000e+01,1.000000000000000021e-02,3.200000000000000067e-01,8.699999999999999956e-01,1.280000000000000027e+00,1.620000000000000107e+00,1.479999999999999982e+00,1.090000000000000080e+00,5.100000000000000089e-01,1.540000000000000036e+00,0.000000000000000000e+00,2.999999999999999889e-01,8.499999999999999778e-01,1.310000000000000053e+00,1.649999999999999911e+00,1.459999999999999964e+00,1.070000000000000062e+00,4.899999999999999911e-01,1.469999999999999973e+00
